70,50000000000000,7000001,71067
69,50000000000000,6900001,100000
68,50000000000000,6800001,100000
67,50000000000000,6700001,100000
66,50000000000000,6600001,100000
65,50000000000000,6500001,100000
64,50000000000000,6400001,100000
63,50000000000000,6300001,100000
62,50000000000000,6200001,100000
61,50000000000000,6100001,100000
60,50000000000000,6000001,100000
59,50000000000000,5900001,100000
58,50000000000000,5800001,100000
57,50000000000000,5700001,100000
56,50000000000000,5600001,100000
55,50000000000000,5500001,100000
54,50000000000000,5400001,100000
53,50000000000000,5300001,100000
52,50000000000000,5200001,100000
51,50000000000000,5100001,100000
50,50000000000000,5000001,100000
49,50000000000000,4900001,100000
48,50000000000000,4800001,100000
47,50000000000000,4700001,100000
46,50000000000000,4600001,100000
21,50000000000000,2100001,100000
20,50000000000000,2000001,100000
19,50000000000000,1900001,100000
18,50000000000000,1800001,100000
17,50000000000000,1700001,100000
16,50000000000000,1600001,100000
15,50000000000000,1500001,100000
14,50000000000000,1400001,100000
13,50000000000000,1300001,100000
12,50000000000000,1200001,100000
11,50000000000000,1100001,100000
10,50000000000000,1000001,100000
0,50000000000000,1,100000
1,50000000000000,100001,100000
2,50000000000000,200001,100000
3,50000000000000,300001,100000
4,50000000000000,400001,100000
5,50000000000000,500001,100000
6,50000000000000,600001,100000
7,50000000000000,700001,100000
8,50000000000000,800001,100000
9,50000000000000,900001,100000
22,50000000000000,2200001,100000
23,50000000000000,2300001,100000
24,50000000000000,2400001,100000
25,50000000000000,2500001,100000
26,50000000000000,2600001,100000
27,50000000000000,2700001,100000
28,50000000000000,2800001,100000
29,50000000000000,2900001,100000
30,50000000000000,3000001,100000
31,50000000000000,3100001,100000
32,50000000000000,3200001,100000
33,50000000000000,3300001,100000
34,50000000000000,3400001,100000
35,50000000000000,3500001,100000
36,50000000000000,3600001,100000
37,50000000000000,3700001,100000
38,50000000000000,3800001,100000
39,50000000000000,3900001,100000
40,50000000000000,4000001,100000
41,50000000000000,4100001,100000
42,50000000000000,4200001,100000
43,50000000000000,4300001,100000
44,50000000000000,4400001,100000
45,50000000000000,4500001,100000
