4,500000,1000000
3,312500,320000,390625,400000,1250000,1280000,1562500,1600000
2,250000,256000,1953125,2000000
1,125000,128000,156250,160000,200000,2500000,3125000,3200000,3906250,4000000
0,1,2,4,5,8,10,16,20,25,32,40,50,64,80,100,125,128,160,200,250,256,320,400,500,512,625,640,800,1000,1024,1250,1280,1600,2000,2048,2500,2560,3125,3200,4000,5000,5120,6250,6400,8000,10000,10240,12500,12800,15625,16000,20000,25000,25600,31250,32000,40000,50000,51200,62500,64000,78125,80000,100000,5000000,6250000,6400000,7812500,8000000,9765625,10000000,12500000,15625000,16000000,19531250,20000000,25000000,31250000,32000000,39062500,40000000,48828125,50000000,62500000,78125000,80000000,97656250,100000000,125000000,156250000,160000000,195312500,200000000,244140625,250000000,312500000,390625000,400000000,488281250,500000000,625000000,781250000,800000000,976562500,1000000000,1250000000,1562500000,1953125000,2000000000,2500000000,3125000000,3906250000,4000000000,5000000000,6250000000,7812500000,10000000000,12500000000,15625000000,20000000000,25000000000,31250000000,50000000000,62500000000,100000000000,125000000000,250000000000,500000000000
